V1,description,score,File,Source,AnimalScore,AnimalInd,Specificity,Count,SelectionMetric,SimplestName,CommonNameMajor,TimeofDay,Amount,Vegetation,NumOfAnimals,SimplestNameScore,CommonNameScore,ScoreRank,SimplestRF,CommonRF
2515,swimming,0.9410776,12227_tapir.jpg,clarifAI,0.123388874521354,,0.460517167005159,7,1.71051864943384,tapir,malayan tapir,Night,Entire,Forest,1,0.121196153003193,0,14,0.0765254611333318,0.0213126799867313
2516,outdoors,0.92555505,12227_tapir.jpg,clarifAI,0.356118831136187,,0.531810420193845,147,1.75151535386939,tapir,malayan tapir,Night,Entire,Forest,1,0.18974220479223,0,13,0.203045152010852,0.0439698491616816
2517,environment,0.9105879,12227_tapir.jpg,clarifAI,0.225682383855826,,0.4859048182976,35,1.68215794020733,tapir,malayan tapir,Night,Entire,Forest,1,0.11618458379399,0,12,0.133592807284442,0.0289285007243374
2518,light,0.90797055,12227_tapir.jpg,clarifAI,0.169153672640744,,0.483786695279197,17,1.67039115330342,tapir,malayan tapir,Night,Entire,Forest,1,0.0438431131314662,0,11,0.164634010261334,0.0339369509288843
2519,daylight,0.894004,12227_tapir.jpg,clarifAI,0.294974978208457,,0.47610328884917,23,1.67365283038241,tapir,malayan tapir,Night,Entire,Forest,1,0.214120518921841,0,10,0.198656070216377,0.0801201423502891
2520,river,0.8578789,12227_tapir.jpg,clarifAI,0.0951476145913112,,0.385434855838132,8,1.53867802062622,tapir,malayan tapir,Night,Entire,Forest,1,0.172740573874756,0,9,0.0757288765529053,0.0184822603235797
2521,wood,0.8565724,12227_tapir.jpg,clarifAI,0.389770297604258,,0.477808330692992,74,1.63283010362194,tapir,malayan tapir,Night,Entire,Forest,1,0.267006338177405,0,8,0.162533330518777,0.0644120383398679
2522,lake,0.8328632,12227_tapir.jpg,clarifAI,0.161591977069537,,0.400405217861448,4,1.53989540319811,tapir,malayan tapir,Night,Entire,Forest,1,0.281132133710602,0,7,0.217765819736739,0.0125715412244464
2523,tropical,0.8299313,12227_tapir.jpg,clarifAI,0.499739743581337,,0.448395532337545,6,1.63485448111049,tapir,malayan tapir,Night,Entire,Forest,1,0.282240929410373,0,6,0.197421979947105,0.085981701191491
2524,dark,0.82743204,12227_tapir.jpg,clarifAI,0.310797352239844,,0.486849025267589,4,1.61227191069376,tapir,malayan tapir,Night,Entire,Forest,1,0.13802362186739,0,5,0.167317438574254,0.0822388063744001
2525,pool,0.8261095,12227_tapir.jpg,clarifAI,0.146235049324666,,0.46789982393653,1,1.60967292429943,tapir,malayan tapir,Night,Entire,Forest,1,0.118235574897604,0,4,0.175959582051923,0.0217666257955036
2526,side view,0.8255867,12227_tapir.jpg,clarifAI,0.184195938031508,,0.517196579930804,50,1.55716946009701,tapir,malayan tapir,Night,Entire,Forest,1,0.0837778609561968,0,3,0.138335436263179,0.0408513156593834
2527,one,0.8171134,12227_tapir.jpg,clarifAI,0.321051011471672,,0.49246953650304,84,1.56307851563124,tapir,malayan tapir,Night,Entire,Forest,1,0.0669504996306656,0,2,0.190552710847721,0.107262641410399
2528,desktop,0.80322635,12227_tapir.jpg,clarifAI,0.039237908084098,,0.390864084454943,9,1.44341437758183,tapir,malayan tapir,Night,Entire,Forest,1,0.027039891850977,0,1,0.0641474326113344,0.0325927097611587
1236,green,0.9538745,12227_tapir.jpg,google,0.258131868998165,,0.465607806276714,2,1.79885929850655,tapir,malayan tapir,Night,Entire,Forest,1,0.0982386319558381,0,9,0.241454671334871,0.0424416632706993
1237,ecosystem,0.941814,12227_tapir.jpg,google,0.360304987644482,,0.599205197230896,40,1.81821123382741,tapir,malayan tapir,Night,Entire,Forest,1,0.533632286316473,0,8,0.30335770342848,0.0512540852900155
1238,fauna,0.9375409,12227_tapir.jpg,google,0.463924963218457,,0.566901380748625,119,1.81491026614921,tapir,malayan tapir,Night,Entire,Forest,1,0.760424951734,0,7,0.202854556951532,0.168547929802801
1239,wildlife,0.8479804,12227_tapir.jpg,google,0.499809648512766,,0.577453955179498,264,1.69180456426691,tapir,malayan tapir,Night,Entire,Forest,1,0.61908192345243,0,6,0.190643860440785,0.124530850685841
1240,grass,0.7749402,12227_tapir.jpg,google,0.426373306438296,,0.578727774844713,111,1.56785909398946,tapir,malayan tapir,Night,Entire,Forest,1,0.290646266670676,0,5,0.365248838024225,0.04112959786176
1241,organism,0.7118188,12227_tapir.jpg,google,0.466562075609779,,0.638516532644523,34,1.52077684373896,tapir,malayan tapir,Night,Entire,Forest,1,0.158589654271257,0,4,0.219644870921306,0.0460148496757687
1242,biome,0.68641543,12227_tapir.jpg,google,0.264259157076469,,0.553585505656657,2,1.4431913652161,tapir,malayan tapir,Night,Entire,Forest,1,0.402373584616076,0,3,0.27507275104511,0.0479267579438966
1243,water,0.64339584,12227_tapir.jpg,google,0.168073038253889,,0.433295263914443,38,1.23998179363377,tapir,malayan tapir,Night,Entire,Forest,1,0.153741762427542,0,2,0.164141032857432,0.0293734572615616
1244,jungle,0.5057828,12227_tapir.jpg,google,0.45504364959399,,0.594135505871152,17,1.19375642783771,tapir,malayan tapir,Night,Entire,Forest,1,0.600757941685112,0,1,0.390792012434229,0.0947704430541671
5240,ocean floor,0.73,12231_porcupine.jpg,IBM,0.159836251108707,,0.504892347277609,1,1.48740523641598,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.402001189536397,0,13,0.165567036120785,0.0336749378886914
5241,nature,0.801,12231_porcupine.jpg,IBM,0.354320287320382,,0.529978353060782,156,1.56307565605074,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.376910815801131,0,14,0.26089284089787,0.0405230002772822
5242,eelgrass,0.61,12231_porcupine.jpg,IBM,0,,0.5,2,1.23571067811865,porcupine,indian crested porcupine,Night,Entire,Forest,1,0,0,10,0.0413782942709494,0.0277084665069817
5243,plant,0.726,12231_porcupine.jpg,IBM,0.160226974972077,,0.526814156263583,40,1.40827521017565,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.152436892822185,0,12,0.219155958263104,0.0513498554484828
5244,seagrass,0.555,12231_porcupine.jpg,IBM,0.300934673533496,,0.500223078055137,2,1.2285558855296,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.476402835742236,0,7,0.236642345417301,0.0827637901800316
5245,algae,0.599,12231_porcupine.jpg,IBM,0.296786253663639,,0.593833840846644,5,1.31433484338923,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.412251494758931,0,8.5,0.366861482504529,0.0367184511186376
5246,microorganism,0.599,12231_porcupine.jpg,IBM,0.38147536742318,,0.57855206234078,3,1.34087989994515,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.0787706033155361,0,8.5,0.261724627993315,0.0160463938822296
5247,water milfoil,0.514,12231_porcupine.jpg,IBM,0.168073038253889,,0.433295263914443,1,1.12966589152069,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.280257282188484,0,6,0.211876923287934,0.0797879330730791
5248,cornetfish,0.505,12231_porcupine.jpg,IBM,0,,0.5,1,1.1075,porcupine,indian crested porcupine,Night,Entire,Forest,1,0,0,2,0.0187990311715409,0.0199520221881054
5249,fish,0.51,12231_porcupine.jpg,IBM,0.284966655760126,,0.530613322138174,15,1.12736821398383,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.45036731396558,0,4,0.276713779454676,0.0427270077731315
5250,aquatic vertebrate,0.51,12231_porcupine.jpg,IBM,0.497216783674173,,0.652357375799019,5,1.26020424336805,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.521618318244964,0,4,0.407589898897289,0.0564846075535529
5251,animal,0.51,12231_porcupine.jpg,IBM,1,,0,355,1.02030744892434,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.403803453137501,0,4,0.503927764372733,0.1737296046088
5252,asterism (cluster of stars),0.5,12231_porcupine.jpg,IBM,0.188881517405036,,0.481630251352815,1,1.13803550502767,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.161693549382583,0,1,0.188488191383995,0.050426709879841
5253,sea green color,0.938,12231_porcupine.jpg,IBM,0.258131868998165,,0.553355828846778,7,1.78600732897385,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.371915731374565,0,15,0.250580831860985,0.0405727065019839
5254,jade green color,0.665,12231_porcupine.jpg,IBM,0.269401930424342,,0.553355828846778,2,1.41223907514813,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.294191409621622,0,11,0.265083892670494,0.0490835201211094
12,fish,0.880246582031,12231_porcupine.jpg,amazon,0.284966655760126,,0.530613322138174,15,1.68273808703033,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.45036731396558,0,12,0.336560455538441,0.0144491762968568
13,sea life,0.880246582031,12231_porcupine.jpg,amazon,0.247321271165556,,0.541566007700475,5,1.69770455423812,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.371915731374565,0,12,0.333360886166077,0.0184897375711892
14,sturgeon,0.880246582031,12231_porcupine.jpg,amazon,0.239736871075215,,0.531379995268685,1,1.74599408844965,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.532842024909293,0,12,0.315773620280005,0.0132361740060163
15,field,0.566273994446,12231_porcupine.jpg,amazon,0.168035106869028,,0.502971436968491,49,1.15719120115622,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.113668232685677,0,8.5,0.173816563108023,0.0390146636007707
16,grass,0.566273994446,12231_porcupine.jpg,amazon,0.426373306438296,,0.578727774844713,111,1.25485978565846,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.435206607300259,0,8.5,0.317531927487702,0.157375716901433
17,grassland,0.566273994446,12231_porcupine.jpg,amazon,0.659305475342856,,0.415511688794644,45,1.23690032475203,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.397590057710674,0,8.5,0.267274904778923,0.206646563770328
18,plant,0.566273994446,12231_porcupine.jpg,amazon,0.160226974972077,,0.526814156263583,40,1.16868620184465,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.152436892822185,0,8.5,0.167676073275751,0.0275860277372773
19,road,0.554377784729,12231_porcupine.jpg,amazon,0.110519084506806,,0.39791828271103,9,1.09148892290905,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.130075555506972,0,6,0.141226169457195,0.0297001400105017
20,ground,0.541629180908,12231_porcupine.jpg,amazon,0.269809620049568,,0.435309473087723,3,1.15528593983722,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.23140728225687,0,4.5,0.229833571020386,0.0414327100002278
21,soil,0.541629180908,12231_porcupine.jpg,amazon,0.231913359012962,,0.514817453177293,14,1.15455696189513,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.209040843318575,0,4.5,0.166455874420165,0.0551709603585007
22,intersection,0.507886276245,12231_porcupine.jpg,amazon,0.0284415921131736,,0.39948294299254,1,1.06868128389206,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.0709058671389584,0,3,0.075818373725158,0.0330867618010371
23,city,0.507739257812,12231_porcupine.jpg,amazon,0.0677407831664281,,0.427402974057784,1,1.0922455695385,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.051473026717544,0,1.5,0.103755285947026,0.0480135866457052
24,downtown,0.507739257812,12231_porcupine.jpg,amazon,0.0640831948054778,,0.449615176686178,1,1.10243727376246,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.133319434786505,0,1.5,0.079817263769859,0.0502834866759915
2529,water,0.98478884,12231_porcupine.jpg,clarifAI,0.168073038253889,,0.433295263914443,38,1.75207129363377,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.280257282188484,0,20,0.161623186648092,0.0306259308318019
2530,no person,0.9758371,12231_porcupine.jpg,clarifAI,0.28898233960606,,0.506401301745522,122,1.79825546037853,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.207680893084157,0,19,0.127937402054963,0.0340841129896268
2531,environment,0.9661367,12231_porcupine.jpg,clarifAI,0.225682383855826,,0.4859048182976,35,1.76548114020733,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.103934725577264,0,18,0.146689147518841,0.0205005140334299
2532,nature,0.9615165,12231_porcupine.jpg,clarifAI,0.354320287320382,,0.529978353060782,156,1.80385040605074,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.376910815801131,0,17,0.173211601343965,0.0503883835477935
2533,landscape,0.94603074,12231_porcupine.jpg,clarifAI,0.204504738507388,,0.42505245952205,52,1.6965660292935,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.292147964679541,0,16,0.141782245547748,0.0190482499117894
2534,fish,0.9353317,12231_porcupine.jpg,clarifAI,0.284966655760126,,0.530613322138174,15,1.76536576398383,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.45036731396558,0,15,0.236375762094371,0.0220216230225702
2535,outdoors,0.9266548,12231_porcupine.jpg,clarifAI,0.356118831136187,,0.531810420193845,147,1.75316497886939,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.240729478951107,0,14,0.199329089190837,0.045095496331287
2536,underwater,0.92259616,12231_porcupine.jpg,clarifAI,0.190742737385974,,0.546625897118926,13,1.73262788271722,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.410671275964406,0,13,0.210492079958396,0.0278756488619879
2537,sea,0.8963076,12231_porcupine.jpg,clarifAI,0.205106257844945,,0.470262124647864,7,1.66866547408609,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.371915731374565,0,12,0.146304060353101,0.0168693776830325
2538,ocean,0.8855978,12231_porcupine.jpg,clarifAI,0.159836251108707,,0.504892347277609,5,1.66552329596598,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.402001189536397,0,11,0.127143947629322,0.0209676750878447
2539,travel,0.87570727,12231_porcupine.jpg,clarifAI,0.125132553535014,,0.504208835778361,25,1.61694846127293,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.117844128457633,0,10,0.10916002538828,0.0269391724318788
2540,wildlife,0.8595999,12231_porcupine.jpg,clarifAI,0.499809648512766,,0.577453955179498,264,1.70923381426691,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.540188044480529,0,9,0.282109971135392,0.0776499619839829
2541,calamity,0.8545402,12231_porcupine.jpg,clarifAI,0.193383224389157,,0.479477422075137,1,1.66989481713486,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.230107593956168,0,8,0.157060286381586,0.0322889043672227
2542,desktop,0.85083795,12231_porcupine.jpg,clarifAI,0.039237908084098,,0.390864084454943,9,1.51483177758183,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.0217872962390468,0,7,0.0742980642902085,0.015048686719432
2543,daylight,0.8386715,12231_porcupine.jpg,clarifAI,0.294974978208457,,0.47610328884917,23,1.59065408038241,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.357530525642125,0,6,0.18793523560541,0.0646622403856718
2544,lake,0.82453203,12231_porcupine.jpg,clarifAI,0.161591977069537,,0.400405217861448,4,1.52739864819811,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.459377607007553,0,5,0.170394049930056,0.0134418753368913
2545,park,0.8128654,12231_porcupine.jpg,clarifAI,0.177381127492309,,0.382967022654558,64,1.46762689320036,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.308684334989816,0,4,0.0522947972524371,0.0146367094827233
2546,light,0.80698943,12231_porcupine.jpg,clarifAI,0.169153672640744,,0.483786695279197,17,1.51891947330342,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.173805062311157,0,3,0.124783867138299,0.0585332755931468
2547,earth surface,0.8049703,12231_porcupine.jpg,clarifAI,0.183993230000113,,0.515766572991808,1,1.61133704399593,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.247503590945949,0,2,0.111387091678437,0.0343523756603842
2548,people,0.80285096,12231_porcupine.jpg,clarifAI,0.156340554741309,,0.514431755304484,22,1.52189752797313,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.0658807634366641,0,1,0.127352280384017,0.0438658010213604
1245,water,0.8301612,12231_porcupine.jpg,google,0.168073038253889,,0.433295263914443,38,1.52012983363377,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.280257282188484,0,9,0.185696009294982,0.029811271235646
1246,atmosphere,0.80712306,12231_porcupine.jpg,google,0.104228897826394,,0.482307490499385,3,1.53563058662525,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.160219878103436,0,8,0.139169903638154,0.03585703050125
1247,phenomenon,0.7547649,12231_porcupine.jpg,google,0.195735477503116,,0.482631732538327,7,1.46019353294587,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.187980558263493,0,7,0.215191913948095,0.0284690178989961
1248,sky,0.7510709,12231_porcupine.jpg,google,0.221995361730834,,0.499419295915241,43,1.44706469542359,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.275375405501514,0,6,0.213429048923893,0.0321624864792635
1249,organism,0.6939272,12231_porcupine.jpg,google,0.466562075609779,,0.638516532644523,34,1.49393944373896,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.1647008790514,0,5,0.213445940536345,0.0404364383797718
1250,texture,0.65364844,12231_porcupine.jpg,google,0.136406019385819,,0.453161849855991,1,1.34115508977445,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.189941267977034,0,4,0.170308402909939,0.0335917287737653
1251,grass,0.59169805,12231_porcupine.jpg,google,0.426373306438296,,0.578727774844713,111,1.29299586898946,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.435206607300259,0,3,0.312582812401976,0.0288782666545175
1252,marine biology,0.5723173,12231_porcupine.jpg,google,0.322465774141194,,0.547499090465249,1,1.31284193876792,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.384154517445456,0,2,0.279300508397016,0.0544375232319887
1253,space,0.51799035,12231_porcupine.jpg,google,0.140078122351485,,0.461341390388076,1,1.14267575078191,porcupine,indian crested porcupine,Night,Entire,Forest,1,0.130949502760352,0,1,0.168280013321343,0.0456488654454409
5255,tinamou (fowl),0.866,3743-2.JPG,IBM,0.74185640937341,,0.728517640414079,1,1.94872292255039,bird,bird,Day,Entire,Forest,1,0.74185640937341,0.74185640937341,4,0.638708707425123,0.198493033450933
5256,game,0.892,3743-2.JPG,IBM,0.100156296735803,,0.466203448464339,9,1.62947413174945,bird,bird,Day,Entire,Forest,1,0.0618669888051448,0.0618669888051448,5,0.113378487205102,0.0312765777622505
5257,animal,0.919,3743-2.JPG,IBM,1,,0,355,1.63380744892434,bird,bird,Day,Entire,Forest,1,0.306747759949804,0.306747759949804,6,0.55373871587322,0.111529825866621
5258,rhea,0.539,3743-2.JPG,IBM,0.451291296689897,,0.532569145542255,4,1.2376073969436,bird,bird,Day,Entire,Forest,1,0.451291296689897,0.451291296689897,2,0.377336168516317,0.0484284748500559
5259,bird,0.541,3743-2.JPG,IBM,1,,0.573009138825232,29,1.36657410323032,bird,bird,Day,Entire,Forest,1,1,1,3,0.90592532551116,0.112105499144252
5260,sharp-tailed grouse,0.5,3743-2.JPG,IBM,0.693393089093857,,0.496155976850364,1,1.27142626069865,bird,bird,Day,Entire,Forest,1,0.693393089093857,0.693393089093857,1,0.627922586999165,0.126375998338686
5261,beige color,0.961,3743-2.JPG,IBM,0.250992050396801,,0.553355828846778,14,1.80765205121383,bird,bird,Day,Entire,Forest,1,0.151070908928846,0.151070908928846,7,0.209321306527817,0.110759421371446
25,bird,0.956489181519,3743-2.JPG,amazon,1,,0.573009138825232,29,1.98980787550882,bird,bird,Day,Entire,Forest,1,1,1,2.5,0.928417925807899,0.192931988829125
26,grouse,0.956489181519,3743-2.JPG,amazon,0.693393089093857,,0.496155976850364,2,1.9268707110958,bird,bird,Day,Entire,Forest,1,0.693393089093857,0.693393089093857,2.5,0.665136789419596,0.130348427649983
27,outdoors,0.514678955078,3743-2.JPG,amazon,0.356118831136187,,0.531810420193845,147,1.13520121148639,bird,bird,Day,Entire,Forest,1,0.241593999533114,0.241593999533114,1,0.278838273011134,0.0929354778415718
2549,nature,0.98991954,3743-2.JPG,clarifAI,0.354320287320382,,0.529978353060782,156,1.84645496605074,bird,bird,Day,Entire,Forest,1,0.328964267233936,0.328964267233936,20,0.214152890380255,0.155517446967285
2550,wildlife,0.98413247,3743-2.JPG,clarifAI,0.499809648512766,,0.577453955179498,264,1.89603266926691,bird,bird,Day,Entire,Forest,1,0.499809648512766,0.499809648512766,19,0.303252493249158,0.205775440157516
2551,bird,0.9822548,3743-2.JPG,clarifAI,1,,0.573009138825232,29,2.02845630323032,bird,bird,Day,Entire,Forest,1,1,1,18,0.690352174645754,0.207313102361176
2552,wild,0.97032243,3743-2.JPG,clarifAI,0.651318809502658,,0.775503526480819,77,2.01746116826204,bird,bird,Day,Entire,Forest,1,0.523949917651989,0.523949917651989,17,0.489494542199884,0.248170951470765
2553,animal,0.9681102,3743-2.JPG,clarifAI,1,,0,355,1.70747274892434,bird,bird,Day,Entire,Forest,1,0.306747759949804,0.306747759949804,16,0.523062018954071,0.188124588266912
2554,outdoors,0.95066255,3743-2.JPG,clarifAI,0.356118831136187,,0.531810420193845,147,1.78917660386939,bird,bird,Day,Entire,Forest,1,0.241593999533114,0.241593999533114,15,0.255351104190703,0.0980186007512932
2555,grass,0.93893933,3743-2.JPG,clarifAI,0.426373306438296,,0.578727774844713,111,1.81385778898946,bird,bird,Day,Entire,Forest,1,0.426373306438296,0.426373306438296,14,0.298711367620287,0.191125023705287
2556,park,0.93208104,3743-2.JPG,clarifAI,0.177381127492309,,0.382967022654558,64,1.64645035320036,bird,bird,Day,Entire,Forest,1,0.177381127492309,0.177381127492309,13,0.128672239015088,0.0471294595044763
